"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEDIAN_SAL.1","POP","CITY","latitude","longitude"
"Azteca","Mexican",1,17,4,"(508) 788-3553","1609 Concord St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3244075,-71.3990766
"Heritage of Sherborn - Pub","Gastropubs",2,27,4,"(508) 655-9521","33 N Main StSherborn, MA 01770",1770,145250,145250,4245,"Framingham",42.2474293,-71.3694505
"Town House Pizza & Roast Beef","Pizza",2,15,3,"(508) 881-3010","300 Eliot StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2423568,-71.4320586
"Chili Basil Thai","Thai",2,232,3.5,"(978) 443-0988","385 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3618431,-71.4163049
"The Villa Restaurant","Italian",2,68,3.5,"(508) 653-8570","124 E Plain StWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3226597,-71.3552288
"NickÎês Pizza & Grill","Pizza",2,76,3.5,"(508) 881-2431","87 Main StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2615232,-71.4664077
"Hanto Restaurant","Desserts",1,25,3.5,"(508) 881-6568","380 Union StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2550506,-71.4655627
"MelÎês Commonwealth Cafe","Delis",2,24,3,"(508) 655-1455","310 Commonwealth RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.322898,-71.3544245
"Sunnyside Cafe & Catering Co","Breakfast & Brunch",2,99,3,"(508) 881-9895","24 Front StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2607788,-71.4641961
"Taj Gourmet Foods","Restaurants",1,44,3,"(508) 875-6212","190 Fountain St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2752397,-71.4344918
"AgostinoÎês Restaurant","Italian",2,51,3.5,"(508) 655-6643","23 Washington StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.285064,-71.346109
"LongfellowÎês Wayside Inn","Landmarks & Historical Buildings",2,136,3.5,"(978) 443-1776","72 Wayside Inn RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.357468,-71.4692233
"Dah Mee","Japanese",2,87,3.5,"(508) 655-3951","25 Washington StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2852505,-71.3459414
"Ashland Pizza Palace","Pizza",2,17,4,"(508) 881-6666","72 Union StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2582996,-71.454636
"Mandarin Cafe","Chinese",2,30,3.5,"(508) 651-8771","5 Wethersfield RdNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3016042,-71.3521788
"Famous Pizza","Pizza",2,79,2.5,"(508) 877-0101","963 Pleasant St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.308806,-71.477575
"Morse Tavern","Irish",3,123,4,"(508) 655-7878","85 E Central StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2850989,-71.3393408
"Fugakyu Cafe","Japanese",3,26,3,"(978) 443-1998","621 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3602311,-71.4393103
"American Girl Boston","American",2,68,4,"(877) 247-5223","1245 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"Lotus Blossom Restaurant","Chinese",1,117,4,"(978) 443-0200","394 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3614247,-71.4184729
"Joy Luck","Chinese",2,16,3.5,"(508) 651-0098","319 N Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.313296,-71.3597506
"Tomasso Trattoria & Enoteca","Italian",1,156,3.5,"(508) 481-8484","154 Turnpike RdSouthborough, MA 01772",1772,141459,141459,8435,"Framingham",42.2919232,-71.5201988
"Classic Pizza Restaurant","Pizza",1,3,4,"(508) 881-7070","1 West Union St Rt 135Ashland, MA 01721",1721,91904,91904,14602,"Framingham",42.2555496,-71.4677259
"Spice & Pepper","Thai",2,76,4,"(508) 358-5300","236 Boston Post RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3630738,-71.3618848
"Stephen AnthonyÎês Restaurant","American",2,93,4,"(508) 460-9618","999 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3509491,-71.4884892
"Gourmet Decisions Cafe & Grill","Breakfast & Brunch",2,68,3.5,"(508) 647-4024","12 Washington StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2849743,-71.3465511
"ConradÎês Restaurant","Italian",2,47,3.5,"(978) 579-9911","120 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3634139,-71.3944134
"C & L Frosty","Ice Cream & Frozen Yogurt",2,30,3.5,"(508) 655-7570","27 N Main StSherborn, MA 01770",1770,145250,145250,4245,"Framingham",42.2466018,-71.3692286
"Cherry Blossom","Chinese",2,22,3.5,"(508) 881-8222","80 Union StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2582171,-71.4550912
"Takara Japanese Restaurant","Japanese",2,67,3,"(508) 358-6688","15 Elissa AveWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3642,-71.3685873
"MacÎês Wraps","Food Trucks",1,14,4,"(508) 596-0524","1 E Main StSouthborough, MA 01772",1772,141459,141459,8435,"Framingham",42.3059878,-71.5235341
"Auntie AnneÎês","Bakeries",1,4,5,"(508) 650-0940","1245 Worcester St Ste 2046Natick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"Sherborn Sandwich Company","Sandwiches",1,13,4.5,"(508) 653-6363","11 S Main StSherborn, MA 01770",1770,145250,145250,4245,"Framingham",42.2403697,-71.369326
"BenÎês Deli","Delis",1,8,3.5,"(508) 481-6044","5 Turnpike RdSouthborough, MA 01772",1772,141459,141459,8435,"Framingham",42.2967688,-71.4945548
"Heritage Of Sherborn - Heritage Restaurant","Breakfast & Brunch",2,39,4,"(508) 655-9521","33 N Main StSherborn, MA 01770",1770,145250,145250,4245,"Framingham",42.2474293,-71.3694505
"Lavender Asian Cuisine & Bar","Chinese",2,72,3,"(978) 579-9988","519 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3592613,-71.4304838
"33 All American Diner","Diners",1,4,3.5,"(508) 861-7479","33 Pond StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.25766,-71.426503
"TheoÎês Pizza","Pizza",2,232,3.5,"(508) 653-8600","231 N Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3035199,-71.3611266
"Melt Gelato & Crepe Caf’©","Ice Cream & Frozen Yogurt",1,17,3.5,"(508) 650-0071","1245 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"The Plum Tomato","Pizza",2,134,3.5,"(508) 460-6565","547 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3478796,-71.5073571
"Crossing Boulevard Cafe","Restaurants",1,49,4,"(508) 820-3037","175 Crossing Blvd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2946126,-71.4917051
"3 Lucky Stars","Cantonese",1,13,2,"(508) 653-5272","179 W Central StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2829334,-71.3802119
"PetroÎês Pizzeria & Grill","Pizza",1,6,5,"(978) 440-8080","730 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3606074,-71.4482666
"The Recession Stand","Hot Dogs",1,7,3.5,"(508) 561-7400","169 Boston RdSouthborough, MA 01772",1772,141459,141459,8435,"Framingham",42.300813,-71.503347
"Central Street Cafe","Cafes",2,7,3.5,"(508) 647-0200","158 E Central StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2883745,-71.3329836
"Oishii Too Sushi Bar","Sushi Bars",1,101,3,"(978) 440-8300","365 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3618354,-71.4166078
"Natick House Family Restaurant","Pizza",3,5,3.5,"(508) 655-4711","3 Union StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2847333,-71.3403942
"Liberty Pizza","Pizza",1,28,4.5,"(508) 655-3417","116 Main StWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3206659,-71.364833
"Ruby Thai Kitchen","Thai",1,5,3,"(508) 653-0353","1245 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"Sarku Japan Restaurant","Japanese",1,17,3,"(508) 653-9383","1245 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"Five Guys","Burgers",1,3,3.5,"(508) 650-5100","221 N Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3020282,-71.3610129
"Flamers Charbroiled Burgers","Burgers",1,109,4,"(508) 650-9523","1245 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"RossiniÎês","Pizza",1,10,2.5,"(978) 579-0580","418 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3609373,-71.4210802
"NickÎês Pizza House","Pizza",1,35,3.5,"(508) 655-6098","179 W Central StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2829334,-71.3802119
"TJÎês Food & Spirits","Pubs",1,28,4,"(508) 881-1565","355 W Union StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2423141,-71.4839755
"Harvest Moon Chinese Restaurant","Chinese",1,180,4,"(508) 788-6336","847 Edgell Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3271135,-71.4353167
"Sudbury Pizza Place","Pizza",2,18,4,"(978) 443-8957","426 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3608621,-71.421482
"Prime 131 Grill","Steakhouses",2,114,3.5,"(508) 358-2400","131 Boston Post RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3600718,-71.3442336
"Water Lily","Chinese",2,33,3.5,"(508) 358-2288","309 Boston Post RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3631267,-71.3653582
"Java JimÎês","Sandwiches",1,29,3.5,"(508) 650-0603","22 Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2848083,-71.3475089
"SimjiÎês Rustic Pizza","Pizza",1,3,4.5,"(508) 655-6900","21 S Main StSherborn, MA 01770",1770,145250,145250,4245,"Framingham",42.2400544,-71.3690652
"King Wok","Chinese",1,16,3,"(508) 653-6220","7 S Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.283478,-71.3475069
"Steak","Steakhouses",2,22,4,"","1651 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2977854,-71.4797336
"LabaredaÎês Brazilian BBQ","Brazilian",2,7,4,"(508) 281-6555","500 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3479087,-71.5103158
"TomÎês Mac & Cheese","Italian",2,18,2,"","397 Boston Post RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3629099,-71.3699384
"Pizza mine","Pizza",1,26,3.5,"(508) 881-7233","9 Homer AveAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2595536,-71.4636197
"Tasty Treat & Miniature Golf","Mini Golf",1,14,3.5,"(508) 881-1224","16 W Union StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2543615,-71.4678698
"Deli Dynamics","Delis",1,10,3.5,"(508) 650-5322","23 Strathmore RdNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2974354,-71.3832309
"Coach Grill","American",1,7,3,"(508) 358-5900","55 Boston Post RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3606049,-71.3343003
"Sudbury Coffee Works","Coffee & Tea",1,44,3,"(978) 440-9752","15 Union AveSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.361888,-71.422563
"Chuck E. CheeseÎês","Pizza",1,12,2.5,"(508) 650-9497","801 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3010451,-71.3556726
"Rose Garden","Chinese",2,19,3.5,"(508) 786-5665","1 Southville RdSouthborough, MA 01772",1772,141459,141459,8435,"Framingham",42.2670699,-71.506193
"Master Wok","Chinese",1,7,1.5,"(508) 655-0615","1245 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"JakeÎês Bar","Pubs",2,232,3.5,"","342 Speen StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3060782,-71.3833991
"EdÎês Place","American",1,2,3,"(508) 653-1123","3 Union StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2847333,-71.3403942
"Marlborough Super Buffet","Restaurants",2,46,3,"(508) 229-8889","771 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3493833,-71.4996986
"Fuji Steak House","Chinese",2,75,3.5,"(508) 658-3416","200 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3498683,-71.5226635
"Joy Asia Restaurant","Japanese",2,33,3,"(508) 481-0100","735 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3501863,-71.5005838
"Snappy Dogs","Chinese",1,62,4.5,"(617) 383-7627","93 E Main StHopkinton, MA 01748",1748,121182,121182,13318,"Framingham",42.2367368,-71.5007189
"Classic Restaurant Concepts","Hot Dogs",2,0,3,"(508) 875-8585","30 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2987064,-71.3947791
"Neighborhood Pizza","Pizza",1,13,2.5,"(508) 651-7702","3 Union StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2847333,-71.3403942
"ChristianÎês Cafe","Cafes",2,232,3.5,"(508) 975-4729","1245 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"Big Apple Restaurant","American",1,31,3.5,"(508) 229-2829","331 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.349013,-71.5177798
"Makkas Pizza","Pizza",1,18,2,"(508) 481-9100","890 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3510146,-71.4934156
"Top Seafood","Seafood",1,12,3,"(508) 881-2430","215 Cedar StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.247189,-71.439477
"India Food Market","Indian",2,232,3.5,"(508) 872-8800","61 Pond StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.255971,-71.4282857
"Hong Kong Delight","Restaurants",1,107,3,"(508) 651-3041","195 W Central StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2826216,-71.3830309
"DÎêangelos","Restaurants",2,17,4,"(508) 651-0033","381 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3023883,-71.3403357
"Dolphin Seafood Restaurant","Bars",2,4,2.5,"(508) 655-0669","12 Washington StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2849743,-71.3465511
"Post Road Pizza","Pizza",2,43,4,"(508) 481-5550","554 Boston Post Rd EMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3482323,-71.5075989
"Bangkok Garden","Thai",1,9,2.5,"(508) 788-1290","212 Stonebridge RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3388739,-71.39174
"Wayland Pizza House","Pizza",1,23,3,"(508) 358-7316","336 Boston Post RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3635189,-71.3664914
"Mamma RosaÎês Pizza","Pizza",1,4,3.5,"(508) 624-7100","90 Southville RdSouthborough, MA 01772",1772,141459,141459,8435,"Framingham",42.268386,-71.518089
"Hopkinton Gourmet","Coffee & Tea",1,109,4,"(508) 435-0435","43 Main StHopkinton, MA 01748",1748,121182,121182,13318,"Framingham",42.2284089,-71.5212837
"Ashland House","Restaurants",1,6,2,"(508) 881-6836","119 Main StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2607461,-71.4661485
"The Copperline Eatery","Breakfast & Brunch",1,32,3.5,"(413) 594-8332","409 Broadway St  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1469374,-72.5794662
"Homestyle Cafe","Restaurants",2,6,4.5,"(413) 593-3282","1780 Westover Rd  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1822392,-72.5683167
"Lucky Strike Restaurant","Diners",2,27,4.5,"(413) 536-7912","703 Grattan St  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.17417,-72.599731
"Hu Ke Lau","Performing Arts",2,67,4.5,"(413) 593-5222","705 Memorial Dr  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1772404,-72.5761595
"Fifties Diner","American",1,28,4,"(413) 594-5436","363 Burnett Rd  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1657544,-72.5438843
"Ninety Nine","American",2,2,4,"","555 Memorial Dr  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1728748,-72.5756528
"MagriÎês Fruit Co","Fruits & Veggies",2,7,5,"(413) 535-1200","2009 Memorial Dr  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.2120212,-72.5718358
"Chicopee Street Grill","Breakfast & Brunch",2,2,3.5,"(413) 437-8100","930   Chicopee St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1901607,-72.6030354
"MilanoÎês Pizzaria & Restaurant","Pizza",1,23,4.5,"(413) 594-2857","340 Carew St  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1476363,-72.5649666
"AngeloÎês Family Restaurant & Pizza","Italian",2,3,3.5,"(413) 533-3700","483 Grattan St  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1692859,-72.5950219
"MaggioÎês Pizza","Pizza",1,4,3.5,"(413) 315-9015","582   Chicopee St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1831098,-72.6132277
"AlÎês Diner","Diners",2,22,4.5,"(413) 534-3607","14 Yelle St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1920472,-72.5988083
"Gary & NancyÎês Place","Diners",1,0,3.5,"(413) 540-1926","930   Chicopee St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1901607,-72.6030354
"Country Trading & Restaurant","Breakfast & Brunch",1,5,5,"(413) 592-1641","771 Burnett Rd  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1743958,-72.5348732
"The Collegian Court","Polish",2,14,3,"(413) 331-4444","89 Park St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1457638,-72.6094173
"Falls Pizza & Grinders","Pizza",1,14,3.5,"(413) 594-9133","103 Main St  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1586647,-72.5830781
"JenniferÎês Kitchen","Restaurants",1,7,3.5,"(413) 532-7758","574   Chicopee St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1826303,-72.6141418
"Dr Deegans Restaurant","Restaurants",2,7,4,"(413) 592-3378","510 Burnett Rd  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1686959,-72.5426864
"Pizza Palace Restaurant","Pizza",1,3,3,"(413) 592-0413","17 White Birch Plz  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1739353,-72.5341894
"BernatÎês Polish Meat Products","Delis",1,3,5,"(413) 594-8768","895 Meadow St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1624329,-72.6135439
"KellyÎês","Sports Bars",2,3,4,"(413) 732-7614","621 Center St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1325813,-72.6131018
"AuroraÎês Pizzeria","Pizza",1,7,5,"(413) 593-3222","1720 Westover Rd  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1820549,-72.5703308
"Maximum Capacity Sports Bar","Sports Bars",1,8,3.5,"(413) 592-0719","116 School St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1470364,-72.6094986
"Red Fez Bar & Grill","Bars",2,4,3.5,"(413) 331-3534","70 Exchange St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.145686,-72.6126942
"Royal Buffet","Buffets",2,15,4,"(413) 593-8838","591 Memorial Dr  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1742397,-72.5738602
"Mr. Cone","Fast Food",2,4,3.5,"(413) 315-8585","1048 Granby Rd  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1715839,-72.5899208
"DooganÎês Deli Mart","Pizza",1,8,4.5,"(413) 598-8488","140 Broadway St  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.154463,-72.5806038
"North China Restaurant","Chinese",1,17,3,"(413) 532-1499","1995 Memorial Dr  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.2117351,-72.5713186
"Cavalier Restaurant","Modern European",1,17,3.5,"(413) 533-9195","366   Chicopee St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1711485,-72.6239412
"C and T Pizza","Pizza",2,2,3,"(413) 534-0736","982   Chicopee St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1914088,-72.6018075
"Boston Bay Pizza","Pizza",1,16,5,"(413) 888-3000","515 Montgomery St  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1735355,-72.5871294
"Rumbleseat","Bars",1,4,3,"(413) 592-9025","482 Springfield St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1367936,-72.6012038
"Bridge Cafe","Pizza",1,6,4.5,"(413) 593-5553","840 Memorial Dr  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.180639,-72.5786064
"Wong Garden","Chinese",1,2,2,"(413) 533-8888","738   Chicopee St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1867718,-72.6083936
"Dugout Cafe Pizza","Restaurants",2,0,3,"(413) 533-1780","134 Meadow St  Chicopee, MA 01013",1013,36578,36578,22907,"Chicopee",42.1831637,-72.6107599
"Great China Restaurant","Chinese",1,6,4,"(413) 534-5600","690 Grattan St  Chicopee, MA 01020",1020,50058,50058,29626,"Chicopee",42.1740079,-72.5989654
